ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
HY016000,Shri Raj Rup Fuliya,Haryana,3,P.G.,Public Admn,"Governance, Law and Management",Ordinary,Supremo
HY016100,Dr. Sarban Singh,Haryana,0,Graduate,English,Languages and Fine Arts,Second,Supremo
HY016100,Dr. Sarban Singh,Haryana,1,M.Phil.,Philosophy,Social Science and Liberal Arts,Ordinary,Supremo
HY016100,Dr. Sarban Singh,Haryana,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
HY016101,Ms. Manju Gupta,Haryana,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
HY016101,Ms. Manju Gupta,Haryana,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
HY016102,Shri Id Kaushik,Haryana,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
JH035446,Shri Ak Sinha,Jharkhand,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",Second,Supremo
JH035466,Shri Nkp Sharma,Jharkhand,0,Graduate,Physics,Natural Sciences,Ordinary,Supremo
KL014600,Shri A Bhattacharya,Kerala,0,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
KL014600,Shri A Bhattacharya,Kerala,1,P.G.,Intnl.affairs,"Governance, Law and Management",First,Supremo
KL014600,Shri A Bhattacharya,Kerala,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KL014800,Shri C S Srinivasan,Kerala,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
KL014800,Shri C S Srinivasan,Kerala,1,P.G.,Finance,Finance,First,Supremo
KL015000,Shri G Rajasekharan,Kerala,0,Graduate,Physics,Natural Sciences,First,Supremo
KL015000,Shri G Rajasekharan,Kerala,1,P.G.,Physics,Natural Sciences,Second,Supremo
KL015100,Shri S Subbiah,Kerala,0,Graduate,Veterinary Sc.,Medical,Second,Supremo
KL015100,Shri S Subbiah,Kerala,1,M.B.A.,Business Admn.,"Governance, Law and Management",Second,Supremo
WB028100,Ms. Ranjna Mukherji,West Bengal,0,Diploma,Management,"Engineering, Technology and Mathematics",-,Supremo
WB028100,Ms. Ranjna Mukherji,West Bengal,1,Graduate,Physics,Natural Sciences,First,Supremo
WB028100,Ms. Ranjna Mukherji,West Bengal,2,P.G.,Intrnl Deve Policy,"Governance, Law and Management",Ordinary,Supremo
WB028100,Ms. Ranjna Mukherji,West Bengal,3,P.G.,Physics,Natural Sciences,First,Supremo
WB028900,Shri Debasish Som,West Bengal,0,Graduate,Electronics,"Engineering, Technology and Mathematics",First,Supremo
WB029000,Shri Juvviguntla Sundarasekhar,West Bengal,0,Graduate,Zoology,Natural Sciences,First,Supremo
WB029000,Shri Juvviguntla Sundarasekhar,West Bengal,1,P.G.,Zoology,Natural Sciences,First,Supremo
WB029011,Shri Dc Sarkar,West Bengal,0,P.G.,History,Social Science and Liberal Arts,Second,Supremo
WB029012,Shri Arun K Roy-ii,West Bengal,0,Graduate,N.A.,N.A.,Ordinary,Supremo
WB029013,Shri Bk Majumdar,West Bengal,0,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
WB029014,Shri Manahandra Roy,West Bengal,0,N.A.,N.A.,N.A.,N.A.,Supremo
WB029015,Shri Tv Venkataraman,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
WB029016,Shri Gobinda C Ghosh,West Bengal,0,N.A.,N.A.,N.A.,N.A.,Supremo
WB029017,Shri Rathindra N Kar,West Bengal,0,Graduate,N.A.,N.A.,Ordinary,Supremo
WB029018,Shri Suprabhat Som,West Bengal,0,Graduate,Physics,Natural Sciences,Ordinary,Supremo
WB029019,Shri Sn Bandyopadhyay,West Bengal,0,LL.B.,Law,"Governance, Law and Management",First,Supremo
WB029019,Shri Sn Bandyopadhyay,West Bengal,1,P.G.,Applied Geology,"Engineering, Technology and Mathematics",Ordinary,Supremo
WB029020,Shri Shambu N Nandy,West Bengal,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
WB029021,Shri Pahari Kr Ray,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
WB029021,Shri Pahari Kr Ray,West Bengal,1,LL.B.,Law,"Governance, Law and Management",Second,Supremo
WB029021,Shri Pahari Kr Ray,West Bengal,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
WB029022,Shri Rn Chakrabarty,West Bengal,0,Graduate,N.A.,N.A.,Ordinary,Supremo
WB029100,Shri Balbir Ram,West Bengal,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third,Supremo
WB034211,Shri Mk Bhowmik,West Bengal,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ023308,Shri Dk Ladva,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023308,Shri Dk Ladva,Gujarat,1,Graduate,Philosophy,Social Science and Liberal Arts,Ordinary,Supremo
GJ023308,Shri Dk Ladva,Gujarat,2,P.G.,Philosophy,Social Science and Liberal Arts,Second,Supremo
KN024500,Dr. S Subramanya,Karnataka,0,Graduate,Chemistry,Natural Sciences,First,Supremo
KN024500,Dr. S Subramanya,Karnataka,1,P.G.,Botany,Natural Sciences,First,Supremo
KN024500,Dr. S Subramanya,Karnataka,2,Post Ph.D.,Plant Pathology,Natural Sciences,First,Supremo
KN024600,Shri T R Raghunandan,Karnataka,0,Graduate,Law,"Governance, Law and Management",First,Supremo
KN024600,Shri T R Raghunandan,Karnataka,1,Graduate,Zoology,Natural Sciences,First,Supremo
KN024600,Shri T R Raghunandan,Karnataka,2,M.B.L.,Business Law,"Governance, Law and Management",-,Supremo
KN025000,Dr. H. Basker,Karnataka,0,Graduate,Zoology,Natural Sciences,Second,Supremo
KN025000,Dr. H. Basker,Karnataka,1,P.G.,Management,"Engineering, Technology and Mathematics",First,Supremo
KN025000,Dr. H. Basker,Karnataka,2,P.G.,Rural Dev,"Governance, Law and Management",First,Supremo
KN025000,Dr. H. Basker,Karnataka,3,P.G.,Zoology,Natural Sciences,Second,Supremo
KN025000,Dr. H. Basker,Karnataka,4,Ph. D.,Health Management,"Governance, Law and Management",First,Supremo
KN025000,Dr. H. Basker,Karnataka,5,Post Ph.D.,Health Management,"Governance, Law and Management",-,Supremo
KN025011,Ms. R S Sujatha,Karnataka,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
KN025011,Ms. R S Sujatha,Karnataka,1,Graduate,Psychology,Social Science and Liberal Arts,Second,Supremo
KN025012,Shri T Thimmegowda,Karnataka,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
KN025012,Shri T Thimmegowda,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
KN025013,Shri Arvind G Risbud,Karnataka,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
KN025014,Shri Jayakar Jerome,Karnataka,0,Diploma,Pers.Mgt.,"Governance, Law and Management",First,Supremo
KN025014,Shri Jayakar Jerome,Karnataka,1,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
KN025017,Shri C H Govind Bhat,Karnataka,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH034700,Shri Bg Veer,Maharashtra,0,Diploma,Cost Acct,Finance,Ordinary,Supremo
MH034700,Shri Bg Veer,Maharashtra,1,Graduate,Commerce,Finance,Second,Supremo
MH034700,Shri Bg Veer,Maharashtra,2,P.G.,Commerce,Finance,Second,Supremo
MH034700,Shri Bg Veer,Maharashtra,3,P.G.,Social Sciences,Social Science and Liberal Arts,Ordinary,Supremo
MH034800,Shri N Arumugam,Maharashtra,0,Graduate,Commerce,Finance,Third,Supremo
MH034800,Shri N Arumugam,Maharashtra,1,LL.B.,Law,"Governance, Law and Management",First,Supremo
MH034800,Shri N Arumugam,Maharashtra,2,P.G.,Commerce,Finance,Second,Supremo
MH034801,Shri As Shaikh,Maharashtra,0,Graduate,Urdu,Languages and Fine Arts,Ordinary,Supremo
MH034802,Shri Am Pawar,Maharashtra,0,Graduate,N.A.,N.A.,Ordinary,Supremo
MH034803,Shri Ar Mirikar,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MH034803,Shri Ar Mirikar,Maharashtra,1,P.G.,Political Sc.,Social Science and Liberal Arts,Third,Supremo
MH034804,Shri An Hoge,Maharashtra,0,Certificate,Social Sciences,Social Science and Liberal Arts,Ordinary,Supremo
MH034804,Shri An Hoge,Maharashtra,1,Graduate,Geography,Social Science and Liberal Arts,Second,Supremo
MH034805,Dr. Nj Ramteke,Maharashtra,0,B.D.S.,Constl.law,"Governance, Law and Management",Second,Supremo
MH034805,Dr. Nj Ramteke,Maharashtra,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
MH034806,Shri Dn Vaidya,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
MH034806,Shri Dn Vaidya,Maharashtra,1,Graduate,Zoology,Natural Sciences,Ordinary,Supremo
MH034807,Shri Ss Yadwadkar,Maharashtra,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
MH034807,Shri Ss Yadwadkar,Maharashtra,1,P.G.,Organic Chemistry,Natural Sciences,Second,Supremo
MH034808,Shri Pa Mane,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
MH034808,Shri Pa Mane,Maharashtra,1,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
MH034808,Shri Pa Mane,Maharashtra,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MH034811,Shri W.G.Gorde,Maharashtra,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",Ordinary,Supremo
MH034811,Shri W.G.Gorde,Maharashtra,1,Graduate,Physics,Natural Sciences,Ordinary,Supremo
MH034812,Shri P M Bayas,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
MH034812,Shri P M Bayas,Maharashtra,1,LL.B.,Law,"Governance, Law and Management",Ordinary,Supremo
MP035100,Dr. Vijay S Patidar,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,First,Supremo
MP035100,Dr. Vijay S Patidar,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP035100,Dr. Vijay S Patidar,Madhya Pradesh,2,Post Ph.D.,Intnl.law,"Governance, Law and Management",First,Supremo
MP035200,Shri Sunil Tandon,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,First,Supremo
MP035200,Shri Sunil Tandon,Madhya Pradesh,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
MP035500,Shri Sunjoy Joshi,Madhya Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP035501,Shri Rs Tholia,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP035600,Shri Jaiprakash Rai,Madhya Pradesh,0,Graduate,Physics,Natural Sciences,First,Supremo
MP035600,Shri Jaiprakash Rai,Madhya Pradesh,1,P.G.,Marketing,"Governance, Law and Management",First,Supremo
MP035700,Shri S Mahalik,Madhya Pradesh,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
MP035803,Shri Vijay Pal Singh,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
MP035803,Shri Vijay Pal Singh,Madhya Pradesh,1,P.G.,Geography,Social Science and Liberal Arts,Second,Supremo
MP035804,Shri Sk Hawaldar,Madhya Pradesh,0,P.G.,Hindi,Languages and Fine Arts,Second,Supremo
MP035805,Shri Sk Dubey,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP035805,Shri Sk Dubey,Madhya Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
MP035806,Shri Vc Rawat,Madhya Pradesh,0,Graduate,Physics,Natural Sciences,Ordinary,Supremo
MP035806,Shri Vc Rawat,Madhya Pradesh,1,P.G.,Physics,Natural Sciences,Ordinary,Supremo
MP035807,Shri Sc Pandey,Madhya Pradesh,0,Graduate,Commerce,Finance,Third,Supremo
MP035807,Shri Sc Pandey,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP035809,Shri Dp Dubey,Madhya Pradesh,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
MP035809,Shri Dp Dubey,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
MP035809,Shri Dp Dubey,Madhya Pradesh,2,P.G.,English,Languages and Fine Arts,Second,Supremo
MP035810,Shri Jr Thakur,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
MP035810,Shri Jr Thakur,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP035810,Shri Jr Thakur,Madhya Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,Third,Supremo
MP035811,Shri Mithan Singh,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,Second,Supremo
MP035812,Shri J N Sharma,Madhya Pradesh,0,Graduate,English Lit,Languages and Fine Arts,First,Supremo
MP035812,Shri J N Sharma,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Second,Supremo
MP035813,Shri Dharamvir Singh,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP035814,Shri Cp Bhargava,Madhya Pradesh,0,Graduate,Commerce,Finance,Second,Supremo
MP035814,Shri Cp Bhargava,Madhya Pradesh,1,P.G.,Commerce,Finance,First,Supremo
MP035815,Shri Sc Shrivastava,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,First,Supremo
MP035815,Shri Sc Shrivastava,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP035816,Shri Rk Goel,Madhya Pradesh,0,Graduate,Geography,Social Science and Liberal Arts,Second,Supremo
MP035816,Shri Rk Goel,Madhya Pradesh,1,P.G.,Geography,Social Science and Liberal Arts,Second,Supremo
MP035818,Shri Av Baria,Madhya Pradesh,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third,Supremo
MP035818,Shri Av Baria,Madhya Pradesh,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MP035820,Shri Jagdish Pd Vyas,Madhya Pradesh,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
MP035820,Shri Jagdish Pd Vyas,Madhya Pradesh,1,Graduate,Physics,Natural Sciences,First,Supremo
MP035821,Shri R P Srivastava,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,Third,Supremo
MP035821,Shri R P Srivastava,Madhya Pradesh,1,P.G.,Sociology,Social Science and Liberal Arts,Second,Supremo
MP035822,Shri Suresh Ch Jain,Madhya Pradesh,0,Graduate,Commerce,Finance,First,Supremo
MP035822,Shri Suresh Ch Jain,Madhya Pradesh,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MP035822,Shri Suresh Ch Jain,Madhya Pradesh,2,P.G.,Commerce,Finance,First,Supremo
MP035823,Shri Pl Sharma,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,Third,Supremo
MP035824,Shri Rk Mishra,Madhya Pradesh,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MP035824,Shri Rk Mishra,Madhya Pradesh,1,P.G.,English,Languages and Fine Arts,Third,Supremo
MP035824,Shri Rk Mishra,Madhya Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MP035825,Shri M A Khan,Madhya Pradesh,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
MT009500,Shri Debashish Sircar,Manipur-Tripura,0,Diploma,French,Languages and Fine Arts,First,Supremo
MT009500,Shri Debashish Sircar,Manipur-Tripura,1,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
MT009500,Shri Debashish Sircar,Manipur-Tripura,2,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
MT009500,Shri Debashish Sircar,Manipur-Tripura,3,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
MT009600,Shri Liangsi Paul Gonmei,Manipur-Tripura,0,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
MT009600,Shri Liangsi Paul Gonmei,Manipur-Tripura,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
MT009601,Shri Ml Roy,Manipur-Tripura,0,Graduate,Commerce,Finance,Second,Supremo
MT009601,Shri Ml Roy,Manipur-Tripura,1,P.G.,Commerce,Finance,Third,Supremo
MT009603,Shri Kk Nayyar,Manipur-Tripura,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
MT009603,Shri Kk Nayyar,Manipur-Tripura,1,P.G.,English,Languages and Fine Arts,Ordinary,Supremo
MT009604,Shri T Ngaihte,Manipur-Tripura,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
MT009605,Shri Sk Singh,Manipur-Tripura,0,Graduate,Statistics,"Engineering, Technology and Mathematics",Second,Supremo
MT009605,Shri Sk Singh,Manipur-Tripura,1,P.G.,Statistics,"Engineering, Technology and Mathematics",First,Supremo
NL003603,Shri Imtikumzuk Ao,Nagaland,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
NL003603,Shri Imtikumzuk Ao,Nagaland,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
NL003604,Shri J Viswedel,Nagaland,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
OR020600,Shri Santosh Kumar Mishra,Odisha,0,B.A. Honours,Economics,Social Science and Liberal Arts,Second,Supremo
OR020600,Shri Santosh Kumar Mishra,Odisha,1,Diploma,Management,"Engineering, Technology and Mathematics",First,Supremo
OR020600,Shri Santosh Kumar Mishra,Odisha,2,Diploma,Marketing,"Governance, Law and Management",First,Supremo
OR020600,Shri Santosh Kumar Mishra,Odisha,3,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
OR020700,Shri Jagada Nanda Panda,Odisha,0,Certificate,Hindi,Languages and Fine Arts,Ordinary,Supremo
OR020700,Shri Jagada Nanda Panda,Odisha,1,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
OR020700,Shri Jagada Nanda Panda,Odisha,2,M.Phil.,Intnl Relations,"Governance, Law and Management",First,Supremo
OR020700,Shri Jagada Nanda Panda,Odisha,3,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
OR021200,Ms. G Suvarna Rani,Odisha,0,Diploma,German,Languages and Fine Arts,Ordinary,Supremo
OR021200,Ms. G Suvarna Rani,Odisha,1,Graduate,Chemistry,Natural Sciences,First,Supremo
OR021200,Ms. G Suvarna Rani,Odisha,2,P.G.,Bio Chemistry,Natural Sciences,First,Supremo
OR021200,Ms. G Suvarna Rani,Odisha,3,P.G.,Science,Natural Sciences,Ordinary,Supremo
OR021201,Shri Hp Mohapatra,Odisha,0,Graduate,Commerce,Finance,Ordinary,Supremo
OR021201,Shri Hp Mohapatra,Odisha,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
OR021202,Shri An Das,Odisha,0,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021203,Shri Rn Mishra,Odisha,0,Graduate,Commerce,Finance,Ordinary,Supremo
OR021204,Shri Narotam Sahoo,Odisha,0,P.G.,N.A.,N.A.,Ordinary,Supremo
OR021205,Shri Bk Rout,Odisha,0,P.G.,N.A.,N.A.,Ordinary,Supremo
OR021206,Shri B Mahapatra,Odisha,0,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021207,Shri Susil Kumar Das,Odisha,0,P.G.,Physics,Natural Sciences,Ordinary,Supremo
OR021208,Shri Ak Das,Odisha,0,P.G.,N.A.,N.A.,Ordinary,Supremo
OR021209,Shri Surasen Jena,Odisha,0,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
OR021210,Shri Balram Rout,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021211,Shri Pc Mitra,Odisha,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
OR021211,Shri Pc Mitra,Odisha,1,P.G.,History,Social Science and Liberal Arts,Ordinary,Supremo
OR021212,Shri Rc Misra,Odisha,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
OR021212,Shri Rc Misra,Odisha,1,P.G.,English,Languages and Fine Arts,Ordinary,Supremo
OR021213,Shri Nk Baliar Singh,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021213,Shri Nk Baliar Singh,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021214,Shri Nk Parija,Odisha,0,Graduate,Science,Natural Sciences,Ordinary,Supremo
OR021215,Shri Cr Pal,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021216,Shri Dn Nanda,Odisha,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
OR021216,Shri Dn Nanda,Odisha,1,P.G.,History,Social Science and Liberal Arts,Ordinary,Supremo
OR021217,Shri Kc Patnaik,Odisha,0,Graduate,Geography,Social Science and Liberal Arts,Ordinary,Supremo
OR021217,Shri Kc Patnaik,Odisha,1,P.G.,Geography,Social Science and Liberal Arts,Ordinary,Supremo
OR021218,Shri Nc Dutta,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021218,Shri Nc Dutta,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021219,Shri Sk Pradhan,Odisha,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
OR021219,Shri Sk Pradhan,Odisha,1,P.G.,N.A.,N.A.,Ordinary,Supremo
OR021220,Shri Pc Rath,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021221,Shri Bb Mishra,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021221,Shri Bb Mishra,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR021223,Shri S Rajangam,Odisha,0,Diploma,Statistics,"Engineering, Technology and Mathematics",Ordinary,Supremo
OR021223,Shri S Rajangam,Odisha,1,P.G.,Electronics,"Engineering, Technology and Mathematics",Ordinary,Supremo
OR021225,Shri Bk Mohanty,Odisha,0,N.A.,N.A.,N.A.,Ordinary,Supremo
OR021227,Shri Kali Kumar Rath,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021228,Shri P Mohapatra,Odisha,0,P.G.,History,Social Science and Liberal Arts,Ordinary,Supremo
OR021229,Shri S Mohapatra,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR021230,Shri Pk Pattanayak,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR021231,Shri Biswanath Rath,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021232,Shri D Kanungo,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021233,Shri Dinanath Panda,Odisha,0,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
OR021234,Shri Ak Mohapatra,Odisha,0,Graduate,N.A.,N.A.,Ordinary,Supremo
OR021235,Shri Narayan Pradhan,Odisha,0,Graduate,Commerce,Finance,First,Supremo
OR021236,Shri Bp Mohanty,Odisha,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
OR021238,Shri Jp Patnaik,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR021239,Shri Pk Mahapatra,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR904600,Shri B Sarangi,Odisha,0,N.A.,N.A.,N.A.,Ordinary,Supremo
OR904800,Shri Rn Jena,Odisha,0,P.G.,N.A.,N.A.,Ordinary,Supremo
OR905100,Shri Bs Tripathy,Odisha,0,N.A.,N.A.,N.A.,Ordinary,Supremo
OR905400,Shri N Parida,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR905500,Shri Ml Mohapatra,Odisha,0,P.G.,N.A.,N.A.,Ordinary,Supremo
OR905600,Shri Uma S Mishra,Odisha,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
OR905700,Shri Raj Kishore Das,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR905800,Shri Rn Rath,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
OR906100,Shri Rp Naik,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR906300,Shri Rk Mishra,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR906400,Shri Rn Patra,Odisha,0,N.A.,N.A.,N.A.,N.A.,Supremo
PB016001,Shri Ns Cheema,Punjab,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
PB016001,Shri Ns Cheema,Punjab,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
