ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
BH035422,Shri R B Jha,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
BH035422,Shri R B Jha,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
BH035423,Shri B K Srivastava,Bihar,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
BH035424,Shri Usp Thakur,Bihar,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
BH035425,Shri Vinod,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
BH035425,Shri Vinod,Bihar,1,Graduate,Indus Relations,"Governance, Law and Management",Ordinary,Supremo
BH035425,Shri Vinod,Bihar,2,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
BH035425,Shri Vinod,Bihar,3,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035426,Shri Dr B S Mishra,Bihar,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH035427,Shri Rr Prasad,Bihar,0,Graduate,Physics,Natural Sciences,First,Supremo
BH035427,Shri Rr Prasad,Bihar,1,P.G.,Business Admn.,"Governance, Law and Management",First,Supremo
BH035427,Shri Rr Prasad,Bihar,2,P.G.,Chemistry,Natural Sciences,Second,Supremo
BH035428,Ms. Pk Sushma,Bihar,0,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
BH035429,Shri R Pathak,Bihar,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
BH035429,Shri R Pathak,Bihar,1,P.G.,English,Languages and Fine Arts,Second,Supremo
BH035430,Shri Rp Sinha,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035430,Shri Rp Sinha,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035431,Shri Gangadhar Jha,Bihar,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH035432,Shri Harsh Vardhan,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
BH035433,Shri Rj Sharma,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH035433,Shri Rj Sharma,Bihar,1,Graduate,Law,"Governance, Law and Management",First,Supremo
BH035433,Shri Rj Sharma,Bihar,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035434,Shri Raghu Raj Singh,Bihar,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035434,Shri Raghu Raj Singh,Bihar,1,Graduate,N.A.,N.A.,Second,Supremo
BH035434,Shri Raghu Raj Singh,Bihar,2,P.G.,N.A.,N.A.,Second,Supremo
BH035435,Shri Saryu Prasad,Bihar,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035435,Shri Saryu Prasad,Bihar,1,Graduate,Philosophy,Social Science and Liberal Arts,Second,Supremo
BH035435,Shri Saryu Prasad,Bihar,2,P.G.,Psychology,Social Science and Liberal Arts,Second,Supremo
BH035436,Shri Dp Singh,Bihar,0,Graduate,N.A.,N.A.,Ordinary,Supremo
BH035437,Shri Sms Kumar,Bihar,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
BH035437,Shri Sms Kumar,Bihar,1,P.G.,N.A.,N.A.,Second,Supremo
BH035438,Shri Mritunjay Jha,Bihar,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
BH035438,Shri Mritunjay Jha,Bihar,1,Graduate,Law,"Governance, Law and Management",First,Supremo
BH035439,Shri Rp Sinha,Bihar,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035439,Shri Rp Sinha,Bihar,1,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035440,Shri Rp Sinha,Bihar,0,Graduate,English,Languages and Fine Arts,Second,Supremo
BH035441,Shri Vp Chaudhary,Bihar,0,Graduate,N.A.,N.A.,Second,Supremo
BH035442,Shri Rasik Saran,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third,Supremo
BH035442,Shri Rasik Saran,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035443,Shri Rn Choudhary,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035443,Shri Rn Choudhary,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
BH035444,Shri K P Singh,Bihar,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035444,Shri K P Singh,Bihar,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035445,Shri T K Ghosh,Bihar,0,Graduate,Chemistry,Natural Sciences,First,Supremo
BH035445,Shri T K Ghosh,Bihar,1,P.G.,Chemistry,Natural Sciences,Second,Supremo
BH035445,Shri T K Ghosh,Bihar,2,PG Diploma,Business Admn.,"Governance, Law and Management",-,Supremo
BH035445,Shri T K Ghosh,Bihar,3,PG Diploma,Management,"Engineering, Technology and Mathematics",-,Supremo
BH035447,Shri Pn Singh,Bihar,0,Graduate,English Lit,Languages and Fine Arts,Ordinary,Supremo
BH035448,Shri Rk Sinha,Bihar,0,Graduate,Commerce,Finance,First,Supremo
BH035448,Shri Rk Sinha,Bihar,1,P.G.,Commerce,Finance,First,Supremo
BH035449,Shri Sn Gupta,Bihar,0,Graduate,Accountancy,Finance,First,Supremo
BH035449,Shri Sn Gupta,Bihar,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035449,Shri Sn Gupta,Bihar,2,P.G.,Commerce,Finance,First,Supremo
BH035450,Shri N Chatterjee,Bihar,0,Graduate,Hindi,Languages and Fine Arts,Ordinary,Supremo
BH035451,Shri Kk Prasad,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
BH035451,Shri Kk Prasad,Bihar,1,Graduate,Law,"Governance, Law and Management",First,Supremo
BH035451,Shri Kk Prasad,Bihar,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035452,Shri Skl Das,Bihar,0,Graduate,English,Languages and Fine Arts,Second,Supremo
BH035452,Shri Skl Das,Bihar,1,P.G.,English,Languages and Fine Arts,Second,Supremo
BH035453,Shri Ib Pathak,Bihar,0,P.G.,Social Sciences,Social Science and Liberal Arts,Ordinary,Supremo
BH035454,Shri Peter Minz,Bihar,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
BH035454,Shri Peter Minz,Bihar,1,P.G.,Social Sciences,Social Science and Liberal Arts,Ordinary,Supremo
BH035455,Shri Rp Chaudhary,Bihar,0,Graduate,Geography,Social Science and Liberal Arts,Second,Supremo
BH035456,Shri Shyam Deo Ram,Bihar,0,Graduate,Physics,Natural Sciences,Ordinary,Supremo
BH035457,Shri Badruddin Ahmad,Bihar,0,N.A.,N.A.,N.A.,-,Supremo
BH035458,Shri Ram Ekbal Roy,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH035458,Shri Ram Ekbal Roy,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035460,Shri Baldev Sinha,Bihar,0,Graduate,Law,"Governance, Law and Management",First,Supremo
BH035460,Shri Baldev Sinha,Bihar,1,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035460,Shri Baldev Sinha,Bihar,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH035461,Shri Ac Singh,Bihar,0,Graduate,Physics,Natural Sciences,Second,Supremo
BH035461,Shri Ac Singh,Bihar,1,P.G.,Physics,Natural Sciences,Second,Supremo
BH035462,Shri Dk Sinha,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH035462,Shri Dk Sinha,Bihar,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035462,Shri Dk Sinha,Bihar,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035463,Shri Sn Roy,Bihar,0,Graduate,Hindi,Languages and Fine Arts,Ordinary,Supremo
BH035464,Shri Eb Bakhala,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH035464,Shri Eb Bakhala,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035465,Shri Muni Lal,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
BH035465,Shri Muni Lal,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
BH035469,Shri Ram Nr Prasad 1,Bihar,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
BH035469,Shri Ram Nr Prasad 1,Bihar,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
BH035470,Shri Krishna Prasad,Bihar,0,Graduate,Physics,Natural Sciences,Third,Supremo
BH035471,Shri Rp Dwivedy,Bihar,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
BH035471,Shri Rp Dwivedy,Bihar,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
CG035801,Shri Bs Shrivastava,Chhattisgarh,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
CG035801,Shri Bs Shrivastava,Chhattisgarh,1,P.G.,English Lit,Languages and Fine Arts,Third,Supremo
CG035801,Shri Bs Shrivastava,Chhattisgarh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
CG035808,Shri Sp Trivedi,Chhattisgarh,0,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
CG035808,Shri Sp Trivedi,Chhattisgarh,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
CG035817,Shri Bishram Minz,Chhattisgarh,0,Graduate,History,Social Science and Liberal Arts,Third,Supremo
CG035817,Shri Bishram Minz,Chhattisgarh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
CG035817,Shri Bishram Minz,Chhattisgarh,2,P.G.,History,Social Science and Liberal Arts,Third,Supremo
TR009400,Shri G Kameswara Rao,Tripura,0,Certificate,Forestry,Others,Ordinary,Supremo
TR009400,Shri G Kameswara Rao,Tripura,1,Diploma,Forestry,Others,Ordinary,Supremo
TR009400,Shri G Kameswara Rao,Tripura,2,Graduate,Botany,Natural Sciences,First,Supremo
TR009400,Shri G Kameswara Rao,Tripura,3,P.G.,Botany,Natural Sciences,First,Supremo
UD051516,Shri Bks Yadav,Uttarakhand,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UD054135,Shri Rp Singh,Uttarakhand,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UD055014,Shri Bk Singh,Uttarakhand,0,Graduate,Physics,Natural Sciences,Second,Supremo
UP051517,Shri Lal Bahadur Tiwari,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP051518,Shri Kk Dwivedi,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP051519,Shri Js Sirohi,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP051520,Shri Rn Bhatia,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP051521,Shri Durgesh Joshi,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP051522,Shri Rp Tyagi,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP053300,Ms. Dipa Singh Bagai,Uttar Pradesh,0,Graduate,Geography,Social Science and Liberal Arts,First,Supremo
UP053300,Ms. Dipa Singh Bagai,Uttar Pradesh,1,P.G.,Business Admn.,"Governance, Law and Management",First,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,0,Certificate,Finance,Finance,-,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,1,Graduate,Physics,Natural Sciences,First,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,2,LL.B.,Law,"Governance, Law and Management",Second,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,3,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,4,PG Diploma,Management,"Engineering, Technology and Mathematics",-,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,5,Ph. D.,Economics,Social Science and Liberal Arts,-,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,6,Ph. D.,Physics,Natural Sciences,-,Supremo
UP053700,Dr. Badri Prasad Nilaratna,Uttar Pradesh,7,P.G.,Physics,Natural Sciences,Second,Supremo
UP053800,Dr. Bachittar Singh,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Third,Supremo
UP053800,Dr. Bachittar Singh,Uttar Pradesh,1,LL.B.,Law,"Governance, Law and Management",Second,Supremo
UP053800,Dr. Bachittar Singh,Uttar Pradesh,2,P.G.,Sociology,Social Science and Liberal Arts,Second,Supremo
UP053800,Dr. Bachittar Singh,Uttar Pradesh,3,Ph. D.,Philosophy,Social Science and Liberal Arts,-,Supremo
UP054100,Shri Kanhaiya Lal Meena,Uttar Pradesh,0,Diploma,Forestry,Others,Ordinary,Supremo
UP054100,Shri Kanhaiya Lal Meena,Uttar Pradesh,1,Graduate,Botany,Natural Sciences,Second,Supremo
UP054100,Shri Kanhaiya Lal Meena,Uttar Pradesh,2,P.G.,Botany,Natural Sciences,Second,Supremo
UP054102,Shri Ganga Deen Yadav,Uttar Pradesh,0,PG Diploma,Economics,Social Science and Liberal Arts,Ordinary,Supremo
UP054103,Shri Jaidayal Puri,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054104,Shri Mp Mishra,Uttar Pradesh,0,LL.B.,Law,"Governance, Law and Management",First,Supremo
UP054104,Shri Mp Mishra,Uttar Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
UP054105,Shri Rp Singh,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054106,Shri Parmatma Singh,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054107,Shri Dp Saxena,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054108,Shri Satyendra Kumar,Uttar Pradesh,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP054108,Shri Satyendra Kumar,Uttar Pradesh,1,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
UP054108,Shri Satyendra Kumar,Uttar Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
UP054109,Shri Brijesh Kumar,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UP054110,Shri Pk Pandey,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UP054111,Shri Ab Singh,Uttar Pradesh,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
UP054111,Shri Ab Singh,Uttar Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
UP054112,Shri Sc Bahukhandi,Uttar Pradesh,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
UP054112,Shri Sc Bahukhandi,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
UP054112,Shri Sc Bahukhandi,Uttar Pradesh,2,P.G.,English,Languages and Fine Arts,Ordinary,Supremo
UP054113,Shri Nek Ram Nim,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UP054114,Shri Bansi Dhar Ram,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054115,Shri Hira Lal,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UP054116,Shri Hp Sharma,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054117,Shri Kk Misra,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054118,Shri Vn Pandey,Uttar Pradesh,0,P.G.,Ancient History,Social Science and Liberal Arts,Ordinary,Supremo
UP054119,Shri Rn Sharma,Uttar Pradesh,0,P.G.,Ancient History,Social Science and Liberal Arts,-,Supremo
UP054120,Shri Umakant,Uttar Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
UP054120,Shri Umakant,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP054120,Shri Umakant,Uttar Pradesh,2,P.G.,History,Social Science and Liberal Arts,Second,Supremo
UP054121,Ms. Uma Verma,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP054122,Dr.(Ms.) Gd Maheshwari,Uttar Pradesh,0,Graduate,Political Sc.,Social Science and Liberal Arts,First,Supremo
UP054122,Dr.(Ms.) Gd Maheshwari,Uttar Pradesh,1,LL.B.,Law,"Governance, Law and Management",Second,Supremo
UP054122,Dr.(Ms.) Gd Maheshwari,Uttar Pradesh,2,P.G.,History,Social Science and Liberal Arts,Second,Supremo
UP054122,Dr.(Ms.) Gd Maheshwari,Uttar Pradesh,3,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
UP054122,Dr.(Ms.) Gd Maheshwari,Uttar Pradesh,4,Ph. D.,History,Social Science and Liberal Arts,Ordinary,Supremo
UP054123,Shri Dd Bahuguna,Uttar Pradesh,0,Certificate,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
UP054123,Shri Dd Bahuguna,Uttar Pradesh,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UP054124,Shri Mp Jain,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UP054125,Shri Cl Kuril,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UP054126,Shri Bp Verma,Uttar Pradesh,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
UP054126,Shri Bp Verma,Uttar Pradesh,1,P.G.,Sanskrit,Languages and Fine Arts,Second,Supremo
UP054127,Shri Dhermendra Dev,Uttar Pradesh,0,Graduate,Law,"Governance, Law and Management",First,Supremo
UP054127,Shri Dhermendra Dev,Uttar Pradesh,1,P.G.,Sanskrit,Languages and Fine Arts,First,Supremo
UP054128,Dr. Gp Varshney,Uttar Pradesh,0,Ph. D.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
UP054129,Shri Ganga Ram Ii,Uttar Pradesh,0,Graduate,English Lit,Languages and Fine Arts,Ordinary,Supremo
UP054129,Shri Ganga Ram Ii,Uttar Pradesh,1,P.G.,Geography,Social Science and Liberal Arts,Third,Supremo
UP054130,Shri Bhairo Prasad,Uttar Pradesh,0,Graduate,Hindi,Languages and Fine Arts,Second,Supremo
UP054130,Shri Bhairo Prasad,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP054131,Shri Rn Chaturvedi,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP054132,Shri Mb Singh,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054133,Shri Kp Singh,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP054134,Shri Vp Sharma,Uttar Pradesh,0,Certificate,Manpower Plg,Others,Ordinary,Supremo
UP054136,Shri Gulbeer Singh,Uttar Pradesh,0,Graduate,Physics,Natural Sciences,Second,Supremo
UP054137,Shri Jn Dubey,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP055011,Shri Lk Srivastava,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP055012,Shri Zh Khan,Uttar Pradesh,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP055012,Shri Zh Khan,Uttar Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
UP055013,Shri Gc Pathak,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP055015,Shri Jp Vishwakarma,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP055215,Shri Kishan M Lal-i,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP055303,Shri Raj Kumar (I),Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP055304,Shri Ranbir Singh,Uttar Pradesh,0,N.A.,N.A.,N.A.,N.A.,Supremo
UP055305,Shri Rk Dubey,Uttar Pradesh,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",Second,Supremo
UP055305,Shri Rk Dubey,Uttar Pradesh,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
UP056503,Shri Dn Roy,Uttar Pradesh,0,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
UP056504,Shri Bm Joshi,Uttar Pradesh,0,Graduate,N.A.,N.A.,Ordinary,Supremo
UP056505,Shri S.L. Kesarwani,Uttar Pradesh,0,LL.B.,Law,"Governance, Law and Management",Ordinary,Supremo
UP056505,Shri S.L. Kesarwani,Uttar Pradesh,1,P.G.,Ancient History,Social Science and Liberal Arts,Ordinary,Supremo
UP914200,Shri Satya Prakash,Uttar Pradesh,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UT015600,Shri Ravi Malik,A G M U T,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
UT015600,Shri Ravi Malik,A G M U T,1,P.G.,Management,"Engineering, Technology and Mathematics",First,Supremo
UT015900,Ms. Archana Arora,A G M U T,0,Diploma,Labour Laws,"Governance, Law and Management",Ordinary,Supremo
UT015900,Ms. Archana Arora,A G M U T,1,Graduate,Zoology,Natural Sciences,Second,Supremo
UT015900,Ms. Archana Arora,A G M U T,2,M.Phil.,Social Work,Social Science and Liberal Arts,Second,Supremo
UT015900,Ms. Archana Arora,A G M U T,3,P.G.,Social Work,Social Science and Liberal Arts,Second,Supremo
UT016001,Shri Hd Birdi,A G M U T,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT016002,Shri Sp Prabhakar,A G M U T,0,Graduate,English,Languages and Fine Arts,Second,Supremo
UT016002,Shri Sp Prabhakar,A G M U T,1,P.G.,English,Languages and Fine Arts,Second,Supremo
UT016005,Shri Ashok Bakshi,A G M U T,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
UT016005,Shri Ashok Bakshi,A G M U T,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
UT016006,Shri Wc Khambra,A G M U T,0,Graduate,English,Languages and Fine Arts,Ordinary,Supremo
UT016006,Shri Wc Khambra,A G M U T,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
UT016008,Shri Narayan Diwakar,A G M U T,0,Diploma,Management,"Engineering, Technology and Mathematics",Ordinary,Supremo
UT016008,Shri Narayan Diwakar,A G M U T,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UT016009,Shri H Raltawna,A G M U T,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
UT016011,Shri N Rajasekhar,A G M U T,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
UT016011,Shri N Rajasekhar,A G M U T,1,Graduate,Physics,Natural Sciences,First,Supremo
UT016011,Shri N Rajasekhar,A G M U T,2,P.G.,Physics,Natural Sciences,Second,Supremo
UT016012,Shri Pu Denghchhuana,A G M U T,0,N.A.,N.A.,N.A.,Ordinary,Supremo
UT016817,Shri Ak Guha,A G M U T,0,Graduate,N.A.,N.A.,Ordinary,Supremo
GJ023301,Ms. Km Chauhan,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023301,Ms. Km Chauhan,Gujarat,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023302,Shri Na Vohra,Gujarat,0,Graduate,Commerce,Finance,Ordinary,Supremo
GJ023302,Shri Na Vohra,Gujarat,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
GJ023303,Shri Cm Leuva,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023303,Shri Cm Leuva,Gujarat,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
GJ023304,Shri Kk Asrani,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
GJ023305,Shri Pk Valera,Gujarat,0,Graduate,Gujarati,Languages and Fine Arts,Second,Supremo
GJ023305,Shri Pk Valera,Gujarat,1,P.G.,Gujarati,Languages and Fine Arts,Second,Supremo
GJ023306,Shri Kp Chanakya,Gujarat,0,N.A.,N.A.,N.A.,Ordinary,Supremo
GJ023313,Shri D G Bhatt,Gujarat,0,N.A.,N.A.,N.A.,Ordinary,Supremo
GJ023315,Shri Cr Samtani,Gujarat,0,Graduate,Commerce,Finance,Ordinary,Supremo
GJ023315,Shri Cr Samtani,Gujarat,1,P.G.,Commerce,Finance,Ordinary,Supremo
GJ023316,Shri Rg Kajarekar,Gujarat,0,Diploma,Taxation,"Governance, Law and Management",Ordinary,Supremo
GJ023316,Shri Rg Kajarekar,Gujarat,1,Graduate,Commerce,Finance,Second,Supremo
GJ023317,Shri Gk Makwana,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
GJ023317,Shri Gk Makwana,Gujarat,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
GJ023318,Shri Rs Vaghela,Gujarat,0,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023319,Shri Yj Dixit,Gujarat,0,Graduate,English,Languages and Fine Arts,First,Supremo
GJ023319,Shri Yj Dixit,Gujarat,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
GJ023320,Shri Va Sathe,Gujarat,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
GJ023320,Shri Va Sathe,Gujarat,1,Graduate,Law,"Governance, Law and Management",Ordinary,Supremo
GJ023320,Shri Va Sathe,Gujarat,2,P.G.,History,Social Science and Liberal Arts,Second,Supremo
GJ023321,Shri V G Risbud,Gujarat,0,Diploma,Library Science,Social Science and Liberal Arts,Ordinary,Supremo
GJ023321,Shri V G Risbud,Gujarat,1,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
GJ023322,Shri S M Pandit,Gujarat,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
GJ023322,Shri S M Pandit,Gujarat,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
GJ023323,Shri M D Mankad,Gujarat,0,Diploma,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
GJ023323,Shri M D Mankad,Gujarat,1,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
GJ023323,Shri M D Mankad,Gujarat,2,P.G.,Business Admn.,"Governance, Law and Management",First,Supremo
GJ023324,Shri A J Shukla,Gujarat,0,N.A.,Zoology,Natural Sciences,Ordinary,Supremo
GJ023325,Shri H A Badi,Gujarat,0,Diploma,Cooperation,"Governance, Law and Management",-,Supremo
GJ023325,Shri H A Badi,Gujarat,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
GJ023326,Shri Ak Nigam,Gujarat,0,Graduate,N.A.,N.A.,Ordinary,Supremo
HP009300,Dr. Desh Deepak,Himachal Pradesh,0,Graduate,Medicine,Medical,Second,Supremo
HP009500,Shri Vikram Malhotra,Himachal Pradesh,0,Graduate,Law,"Governance, Law and Management",First,Supremo
HP009500,Shri Vikram Malhotra,Himachal Pradesh,1,Graduate,Physics,Natural Sciences,Second,Supremo
HY015500,Shri Praveen Kumar,Haryana,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
HY015500,Shri Praveen Kumar,Haryana,1,P.G.,System Analysis,"Governance, Law and Management",Ordinary,Supremo
HY016000,Shri Raj Rup Fuliya,Haryana,0,Graduate,Commerce,Finance,Second,Supremo
HY016000,Shri Raj Rup Fuliya,Haryana,1,LL.B.,Law,"Governance, Law and Management",Ordinary,Supremo
HY016000,Shri Raj Rup Fuliya,Haryana,2,P.G.,Commerce,Finance,Ordinary,Supremo
