ID,Name,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
HY010500,Dr. Harjit Singh Anand,Haryana,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY010500,Dr. Harjit Singh Anand,Haryana,1,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
HY010500,Dr. Harjit Singh Anand,Haryana,2,Ph. D.,Public Admn,-,Supremo,"Governance, Law and Management"
HY010600,Shri Bhaskar Chatterjee,Haryana,0,Graduate,English,First,Supremo,Languages and Fine Arts
HY010600,Shri Bhaskar Chatterjee,Haryana,1,P.G.,Dev Adm,Ordinary,Supremo,"Governance, Law and Management"
HY010600,Shri Bhaskar Chatterjee,Haryana,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
HY010700,Ms. Rajni Razdan,Haryana,0,Graduate,Psychology,Second,Supremo,Social Science and Liberal Arts
HY010700,Ms. Rajni Razdan,Haryana,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HY010700,Ms. Rajni Razdan,Haryana,2,P.G.,Rur Social Dev,First,Supremo,"Governance, Law and Management"
HY010800,Shri Dharam Vir,Haryana,0,Graduate,Physics,First,Supremo,Natural Sciences
HY010800,Shri Dharam Vir,Haryana,1,P.G.,Physics,First,Supremo,Natural Sciences
HY010900,Shri Chander Singh,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY010900,Shri Chander Singh,Haryana,1,LL.B.,Law,First,Supremo,"Governance, Law and Management"
HY010902,Shri Jp Narang,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY010902,Shri Jp Narang,Haryana,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
HY010903,Shri R D Garg,Haryana,0,Graduate,English,First,Supremo,Languages and Fine Arts
HY010903,Shri R D Garg,Haryana,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
HY010905,Shri Op Taneja,Haryana,0,Graduate,Physics,First,Supremo,Natural Sciences
HY010905,Shri Op Taneja,Haryana,1,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
HY010907,Shri Dharam Vir,Haryana,0,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
HY010908,Shri Jl Arora,Haryana,0,Graduate,English,First,Supremo,Languages and Fine Arts
HY010908,Shri Jl Arora,Haryana,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
HY010908,Shri Jl Arora,Haryana,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HY010910,Shri Arjan Das Malik,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY010910,Shri Arjan Das Malik,Haryana,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY010911,Shri Cj Singh Rana,Haryana,0,Graduate,English,First,Supremo,Languages and Fine Arts
HY010911,Shri Cj Singh Rana,Haryana,1,P.G.,Mathematics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
HY010912,Shri Birbal,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
JH023200,Dr. Arun Kumar Rath,Jharkhand,0,Graduate,Physics,First,Supremo,Natural Sciences
JH023200,Dr. Arun Kumar Rath,Jharkhand,1,P.G.,Physics,First,Supremo,Natural Sciences
JH023200,Dr. Arun Kumar Rath,Jharkhand,2,Ph. D.,Business Admn.,-,Supremo,"Governance, Law and Management"
JH023600,Shri Maheshwar Patra,Jharkhand,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
JH023600,Shri Maheshwar Patra,Jharkhand,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
JK004200,Shri A Sahasranaman,Jammu & Kashmir,0,Graduate,English,First,Supremo,Languages and Fine Arts
JK004200,Shri A Sahasranaman,Jammu & Kashmir,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
JK004300,Shri En Murthy,Jammu & Kashmir,0,Diploma,Intnl Relations,First,Supremo,"Governance, Law and Management"
JK004300,Shri En Murthy,Jammu & Kashmir,1,Graduate,Chemistry,First,Supremo,Natural Sciences
JK004300,Shri En Murthy,Jammu & Kashmir,2,P.G.,Chemistry,First,Supremo,Natural Sciences
JK004400,Shri Sadanand V Bhave,Jammu & Kashmir,0,Diploma,German,First,Supremo,Languages and Fine Arts
JK004400,Shri Sadanand V Bhave,Jammu & Kashmir,1,Graduate,Physics,First,Supremo,Natural Sciences
JK004400,Shri Sadanand V Bhave,Jammu & Kashmir,2,P.G.,Physics,First,Supremo,Natural Sciences
JK004500,Shri Sp Kazal,Jammu & Kashmir,0,Graduate,Physics,First,Supremo,Natural Sciences
JK004501,Shri Gq Buchha,Jammu & Kashmir,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
JK004501,Shri Gq Buchha,Jammu & Kashmir,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
JK004503,Shri My Naseem,Jammu & Kashmir,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
JK004505,Shri Sr Sharma,Jammu & Kashmir,0,Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
JK004505,Shri Sr Sharma,Jammu & Kashmir,1,Graduate,History,Second,Supremo,Social Science and Liberal Arts
JK004505,Shri Sr Sharma,Jammu & Kashmir,2,Graduate,Law,Second,Supremo,"Governance, Law and Management"
JK004505,Shri Sr Sharma,Jammu & Kashmir,3,P.G.,History,First,Supremo,Social Science and Liberal Arts
JK004510,Shri Ali Md. Mir,Jammu & Kashmir,0,Graduate,Agriculture,Ordinary,Supremo,Others
KL010000,Dr. Satyanarayana Dash,Kerala,0,Diploma,Human Res Mngmt,First,Supremo,"Governance, Law and Management"
KL010000,Dr. Satyanarayana Dash,Kerala,1,Graduate,Physics,First,Supremo,Natural Sciences
KL010000,Dr. Satyanarayana Dash,Kerala,2,M.B.A.,Human Res Mngmt,First,Supremo,"Governance, Law and Management"
KL010000,Dr. Satyanarayana Dash,Kerala,3,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
KL010000,Dr. Satyanarayana Dash,Kerala,4,P.G.,Physics,First,Supremo,Natural Sciences
KL010000,Dr. Satyanarayana Dash,Kerala,5,PG Diploma,Human Res Mngmt,First,Supremo,"Governance, Law and Management"
KL010000,Dr. Satyanarayana Dash,Kerala,6,PG Diploma,Management,First,Supremo,"Engineering, Technology and Mathematics"
KL010000,Dr. Satyanarayana Dash,Kerala,7,Ph. D.,Economics,First,Supremo,Social Science and Liberal Arts
KL010100,Shri B K Jaiswar,Kerala,0,Graduate,Commerce,Third,Supremo,Finance
KL010100,Shri B K Jaiswar,Kerala,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
KL010100,Shri B K Jaiswar,Kerala,2,P.G.,Law,Second,Supremo,"Governance, Law and Management"
KL010108,Shri K R Rajan,Kerala,0,Graduate,Physics,First,Supremo,Natural Sciences
KL010108,Shri K R Rajan,Kerala,1,P.G.,Physics,First,Supremo,Natural Sciences
KL010109,Shri V Vijayachandrn,Kerala,0,Diploma,Economics,Second,Supremo,Social Science and Liberal Arts
KL010109,Shri V Vijayachandrn,Kerala,1,Graduate,English,Second,Supremo,Languages and Fine Arts
KL010109,Shri V Vijayachandrn,Kerala,2,P.G.,English,Second,Supremo,Languages and Fine Arts
KL010113,Shri P Thomas,Kerala,0,Graduate,Animal Husby,Ordinary,Supremo,Others
KN017000,Ms. Usha Ganesh,Karnataka,0,Certificate,French,Ordinary,Supremo,Languages and Fine Arts
KN017000,Ms. Usha Ganesh,Karnataka,1,Graduate,Chemistry,First,Supremo,Natural Sciences
KN017000,Ms. Usha Ganesh,Karnataka,2,LL.B.,Law,Ordinary,Supremo,"Governance, Law and Management"
KN017000,Ms. Usha Ganesh,Karnataka,3,P.G.,Botany,First,Supremo,Natural Sciences
KN017000,Ms. Usha Ganesh,Karnataka,4,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN017200,Ms. Vatsala Watsa,Karnataka,0,Certificate,French,First,Supremo,Languages and Fine Arts
KN017200,Ms. Vatsala Watsa,Karnataka,1,Diploma,Business Admn.,First,Supremo,"Governance, Law and Management"
KN017200,Ms. Vatsala Watsa,Karnataka,2,Graduate,Chemistry,First,Supremo,Natural Sciences
KN017200,Ms. Vatsala Watsa,Karnataka,3,P.G.,English Lit,Ordinary,Supremo,Languages and Fine Arts
KN017300,Shri Brahm Dutt,Karnataka,0,Certificate,French,First,Supremo,Languages and Fine Arts
KN017300,Shri Brahm Dutt,Karnataka,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
KN017300,Shri Brahm Dutt,Karnataka,2,Graduate,Physics,First,Supremo,Natural Sciences
KN017300,Shri Brahm Dutt,Karnataka,3,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN017300,Shri Brahm Dutt,Karnataka,4,P.G.,Physics,First,Supremo,Natural Sciences
KN017400,Shri Sl Gangadharapa,Karnataka,0,Graduate,Political Sc.,Third,Supremo,Social Science and Liberal Arts
KN017500,Shri B K D Negi,Karnataka,0,Graduate,English,Third,Supremo,Languages and Fine Arts
KN017500,Shri B K D Negi,Karnataka,1,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
KN017501,Shri Gs Kankekal,Karnataka,0,Graduate,Agriculture,First,Supremo,Others
KN017503,Shri P Puttarangappa,Karnataka,0,Graduate,English,Third,Supremo,Languages and Fine Arts
WB021100,Ms. Kalyani Chaudhuri,West Bengal,0,Graduate,English,Second,Supremo,Languages and Fine Arts
WB021100,Ms. Kalyani Chaudhuri,West Bengal,1,P.G.,English,Second,Supremo,Languages and Fine Arts
WB021200,Shri Surjeet Singh Ahuja,West Bengal,0,Graduate,Physics,First,Supremo,Natural Sciences
WB021200,Shri Surjeet Singh Ahuja,West Bengal,1,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
WB021300,Shri Brajabehari Mahapatra,West Bengal,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
WB021300,Shri Brajabehari Mahapatra,West Bengal,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
WB021400,Shri Kalyan Kumar Bagchi,West Bengal,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
WB021400,Shri Kalyan Kumar Bagchi,West Bengal,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
WB021500,Shri Bijoy Chatterjee,West Bengal,0,Graduate,Physics,First,Supremo,Natural Sciences
WB021500,Shri Bijoy Chatterjee,West Bengal,1,P.G.,Physics,First,Supremo,Natural Sciences
WB021500,Shri Bijoy Chatterjee,West Bengal,2,M.Sc.,Nl.Dev&Proj.Plg.,-,Supremo,"Governance, Law and Management"
WB021600,Shri Sukhbilas Barma,West Bengal,0,Graduate,English,Second,Supremo,Languages and Fine Arts
WB021600,Shri Sukhbilas Barma,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB021800,Shri Sc Brahma,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB021800,Shri Sc Brahma,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB021801,Shri Sripati Goswami,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB021801,Shri Sripati Goswami,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB021802,Shri Dk Sengupta,West Bengal,0,Graduate,Commerce,Second,Supremo,Finance
WB021802,Shri Dk Sengupta,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB021804,Shri N K Sarkar,West Bengal,0,Graduate,Mathematics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
WB021804,Shri N K Sarkar,West Bengal,1,P.G.,Mathematics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
WB021805,Shri Nripati Ghoshal,West Bengal,0,Graduate,Commerce,Second,Supremo,Finance
WB021806,Shri Bk Mukhopadhyay,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,1,Diploma,French,First,Supremo,Languages and Fine Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,2,M.A.,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,3,P.G.,Economics,Grade 'A',Supremo,Social Science and Liberal Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,4,M.A.,Economics,First,Supremo,Social Science and Liberal Arts
AP021900,Dr.(Ms.) Sheela Bhide,Andhra Pradesh,5,Ph. D.,Intnl Trade.,First with Distinction,Supremo,"Governance, Law and Management"
BH022900,Dr. Mohammed Shakeel Ahmed,Bihar,0,Graduate,English,Second,Supremo,Languages and Fine Arts
BH022900,Dr. Mohammed Shakeel Ahmed,Bihar,1,P.G.,English,Second,Supremo,Languages and Fine Arts
BH022900,Dr. Mohammed Shakeel Ahmed,Bihar,2,Ph. D.,Agri Credit&coop Banking,Ordinary,Supremo,"Governance, Law and Management"
GJ017200,Shri Fernandez Christy Leon,Gujarat,0,Graduate,Zoology,First,Supremo,Natural Sciences
GJ017200,Shri Fernandez Christy Leon,Gujarat,1,P.G.,Zoology,First,Supremo,Natural Sciences
HP006100,Shri Yogesh Khanna,Himachal Pradesh,0,Graduate,Chemical Engg,Second,Supremo,"Engineering, Technology and Mathematics"
HP006100,Shri Yogesh Khanna,Himachal Pradesh,1,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
JH022800,Shri Shankar Prasad,Jharkhand,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
JH022800,Shri Shankar Prasad,Jharkhand,1,P.G.,App.Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KL009900,Shri P J Thomas,Kerala,0,Graduate,Physics,First,Supremo,Natural Sciences
KL009900,Shri P J Thomas,Kerala,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KL009900,Shri P J Thomas,Kerala,2,P.G.,Physics,First,Supremo,Natural Sciences
KL010114,Shri Pv Radhalakshmi,Kerala,0,Certificate,Law,Ordinary,Supremo,"Governance, Law and Management"
KL010114,Shri Pv Radhalakshmi,Kerala,1,Graduate,Botany,Second,Supremo,Natural Sciences
KL010114,Shri Pv Radhalakshmi,Kerala,2,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
KN017100,Dr. Sudhakar Rao,Karnataka,0,Certificate,Defence Studies,Ordinary,Supremo,"Governance, Law and Management"
KN017100,Dr. Sudhakar Rao,Karnataka,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN017100,Dr. Sudhakar Rao,Karnataka,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN017100,Dr. Sudhakar Rao,Karnataka,3,M.P.A.,Public Admn,First,Supremo,"Governance, Law and Management"
MP026411,Shri Ag Khare,Madhya Pradesh,0,Diploma,Agrl.Economics,Second,Supremo,Social Science and Liberal Arts
MP026411,Shri Ag Khare,Madhya Pradesh,1,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
MP026411,Shri Ag Khare,Madhya Pradesh,2,Graduate,Physics,Second,Supremo,Natural Sciences
MP026411,Shri Ag Khare,Madhya Pradesh,3,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
MH025800,Dr.(Ms.) Aruna Bagchee,Maharashtra,0,Diploma,French,First,Supremo,Languages and Fine Arts
MH025800,Dr.(Ms.) Aruna Bagchee,Maharashtra,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH025800,Dr.(Ms.) Aruna Bagchee,Maharashtra,2,Ph. D.,Sociology,Ordinary,Supremo,Social Science and Liberal Arts
MH025900,Shri P D Karandikar,Maharashtra,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH025900,Shri P D Karandikar,Maharashtra,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MH025900,Shri P D Karandikar,Maharashtra,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH025900,Shri P D Karandikar,Maharashtra,3,PG Diploma,Business Mgt,Ordinary,Supremo,"Governance, Law and Management"
MH026000,Shri V S Dhumal,Maharashtra,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH026000,Shri V S Dhumal,Maharashtra,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH026000,Shri V S Dhumal,Maharashtra,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH026100,Ms. Chandra Iyengar,Maharashtra,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH026100,Ms. Chandra Iyengar,Maharashtra,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH026200,Shri R C Joshi,Maharashtra,0,Graduate,Zoology,Second,Supremo,Natural Sciences
MH026200,Shri R C Joshi,Maharashtra,1,M.B.A.,Management,Second,Supremo,"Engineering, Technology and Mathematics"
MH026200,Shri R C Joshi,Maharashtra,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH026200,Shri R C Joshi,Maharashtra,3,P.G.,Zoology,Second,Supremo,Natural Sciences
MH026300,Shri V K Aggarwal,Maharashtra,0,Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
MH026300,Shri V K Aggarwal,Maharashtra,1,Graduate,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
MH026300,Shri V K Aggarwal,Maharashtra,2,M.Phil.,Social Sciences,First,Supremo,Social Science and Liberal Arts
MH026300,Shri V K Aggarwal,Maharashtra,3,P.G.,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
MH026400,Shri Satyabir Singh Dodd,Maharashtra,0,Graduate,Journalism,Second,Supremo,Social Science and Liberal Arts
MH026400,Shri Satyabir Singh Dodd,Maharashtra,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH026400,Shri Satyabir Singh Dodd,Maharashtra,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MH026400,Shri Satyabir Singh Dodd,Maharashtra,3,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
MH026400,Shri Satyabir Singh Dodd,Maharashtra,4,P.G.,Journalism,First,Supremo,Social Science and Liberal Arts
MH026500,Shri J P Dange,Maharashtra,0,Diploma,Dev Adm,First,Supremo,"Governance, Law and Management"
MH026500,Shri J P Dange,Maharashtra,1,Graduate,Commerce,First,Supremo,Finance
MH026500,Shri J P Dange,Maharashtra,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
MH026500,Shri J P Dange,Maharashtra,3,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
MH026600,Shri Harnam Singh,Maharashtra,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MH026600,Shri Harnam Singh,Maharashtra,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH026700,Shri Sandeep Bagchee,Maharashtra,0,Graduate,Physics,Ordinary,Supremo,Natural Sciences
MH026700,Shri Sandeep Bagchee,Maharashtra,1,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
MH026701,Shri Pg Koranne,Maharashtra,0,Graduate,Commerce,Second,Supremo,Finance
MH026701,Shri Pg Koranne,Maharashtra,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH026701,Shri Pg Koranne,Maharashtra,2,P.G.,Commerce,Second,Supremo,Finance
MH026704,Shri Bc Patil,Maharashtra,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
MH026704,Shri Bc Patil,Maharashtra,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH026707,Shri Mn Kemkar,Maharashtra,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MH026707,Shri Mn Kemkar,Maharashtra,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP025701,Shri Sukomal Chandra Bardhan,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP025701,Shri Sukomal Chandra Bardhan,Madhya Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MP025701,Shri Sukomal Chandra Bardhan,Madhya Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
MP025800,Shri K T Chacko,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP025800,Shri K T Chacko,Madhya Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MP025800,Shri K T Chacko,Madhya Pradesh,2,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
MP025900,Dr.(Ms.) Rekha Bhargava,Madhya Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
MP025900,Dr.(Ms.) Rekha Bhargava,Madhya Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
MP025900,Dr.(Ms.) Rekha Bhargava,Madhya Pradesh,2,Ph. D.,Linguistics,Ordinary,Supremo,Languages and Fine Arts
MP026200,Shri Nh Jung,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP026200,Shri Nh Jung,Madhya Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MP026400,Shri Suraj Parkash,Madhya Pradesh,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MP026400,Shri Suraj Parkash,Madhya Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
MP026401,Shri Pradip Bhargava,Madhya Pradesh,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MP026401,Shri Pradip Bhargava,Madhya Pradesh,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
MP026401,Shri Pradip Bhargava,Madhya Pradesh,2,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP026402,Shri Moti Singh,Madhya Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
MP026402,Shri Moti Singh,Madhya Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP026404,Shri Jl Ajmani,Madhya Pradesh,0,Diploma,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
MP026404,Shri Jl Ajmani,Madhya Pradesh,1,Graduate,History,First,Supremo,Social Science and Liberal Arts
MP026404,Shri Jl Ajmani,Madhya Pradesh,2,P.G.,Modern Ind.Hist,First,Supremo,Social Science and Liberal Arts
MP026407,Shri S R Gupta,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP026407,Shri S R Gupta,Madhya Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
MP026408,Shri Rk Kashyap,Madhya Pradesh,0,Diploma,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MP026408,Shri Rk Kashyap,Madhya Pradesh,1,Graduate,Hindi,Second,Supremo,Languages and Fine Arts
