ID,Name,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
MH025000,Dr. Pramod P Deo,Maharashtra,3,Post Ph.D.,Energy Planning,Ordinary,Supremo,"Governance, Law and Management"
MP025608,Shri Arvind Kumar Singh,Madhya Pradesh,0,Graduate,Geology,First,Supremo,Natural Sciences
MP025608,Shri Arvind Kumar Singh,Madhya Pradesh,1,P.G.,Geology,First,Supremo,Natural Sciences
TN019000,Shri M A Gowrishankar,Tamil Nadu,0,Diploma,French,Ordinary,Supremo,Languages and Fine Arts
TN019000,Shri M A Gowrishankar,Tamil Nadu,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN019000,Shri M A Gowrishankar,Tamil Nadu,2,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN019100,Shri Arun Ramanathan,Tamil Nadu,0,M.Sc.,Nuclear Physics,First with Distinction,Supremo,Natural Sciences
TN019100,Shri Arun Ramanathan,Tamil Nadu,1,P.G.,Business Admn.,First with Distinction,Supremo,"Governance, Law and Management"
TN019100,Shri Arun Ramanathan,Tamil Nadu,2,ICWAI,Cost Acct,Pass,Supremo,Finance
TN019100,Shri Arun Ramanathan,Tamil Nadu,3,P.G.,Development,First with Distinction,Supremo,"Governance, Law and Management"
TN019200,Shri P R Bindhu Madhavan,Tamil Nadu,0,Certificate,German,First,Supremo,Languages and Fine Arts
TN019200,Shri P R Bindhu Madhavan,Tamil Nadu,1,Graduate,Physics,First,Supremo,Natural Sciences
TN019200,Shri P R Bindhu Madhavan,Tamil Nadu,2,P.G.,Physics,First,Supremo,Natural Sciences
TN019300,Shri Cr Rajendran,Tamil Nadu,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
TN019300,Shri Cr Rajendran,Tamil Nadu,1,Graduate,Physics,First,Supremo,Natural Sciences
TN019400,Ms. Santha Sheela Nair,Tamil Nadu,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
TN019400,Ms. Santha Sheela Nair,Tamil Nadu,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
TN019500,Shri Naresh Gupta,Tamil Nadu,0,Graduate,Physics,First,Supremo,Natural Sciences
TN019500,Shri Naresh Gupta,Tamil Nadu,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN019600,Shri Lal Rawna Sailo,Tamil Nadu,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
TN019700,Shri Jor Singh Syiem,Tamil Nadu,0,Graduate,Commerce,Second,Supremo,Finance
TN019700,Shri Jor Singh Syiem,Tamil Nadu,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
TN019700,Shri Jor Singh Syiem,Tamil Nadu,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AM012206,Shri Jm Thangkhiew,Assam Meghalya,0,Graduate,Engineeriing,Second,Supremo,"Engineering, Technology and Mathematics"
AM012206,Shri Jm Thangkhiew,Assam Meghalya,1,Graduate,Physics,First,Supremo,Natural Sciences
AM012206,Shri Jm Thangkhiew,Assam Meghalya,2,P.G.,Law,Second,Supremo,"Governance, Law and Management"
AM012207,Shri Gc Khound,Assam Meghalya,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
AM012207,Shri Gc Khound,Assam Meghalya,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
AM012207,Shri Gc Khound,Assam Meghalya,2,P.G.,Botany,Second,Supremo,Natural Sciences
AM012208,Shri Bk Barroah,Assam Meghalya,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
AM012208,Shri Bk Barroah,Assam Meghalya,1,Graduate,N.A.,Second,Supremo,N.A.
AM012209,Shri Bm Hazarika,Assam Meghalya,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
AM012210,Shri K Borah,Assam Meghalya,0,Graduate,English,First,Supremo,Languages and Fine Arts
AM012210,Shri K Borah,Assam Meghalya,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AM012400,Shri C Babu Rajeev,Assam Meghalya,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
AM012400,Shri C Babu Rajeev,Assam Meghalya,1,P.G.,Chemistry,First,Supremo,Natural Sciences
AM012401,Shri Peter James Bazeley,Assam Meghalya,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
AM012500,Shri Sheo Kishor Tewari,Assam Meghalya,0,Graduate,English,First,Supremo,Languages and Fine Arts
AM012500,Shri Sheo Kishor Tewari,Assam Meghalya,1,P.G.,Dev Adm,Ordinary,Supremo,"Governance, Law and Management"
AM012500,Shri Sheo Kishor Tewari,Assam Meghalya,2,P.G.,Hindi,Second,Supremo,Languages and Fine Arts
AM012504,Shri Jc Hazarika,Assam Meghalya,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
AM012506,Shri Rk Barua,Assam Meghalya,0,Graduate,English,First,Supremo,Languages and Fine Arts
AM012507,Shri Gn Bhattacharya,Assam Meghalya,0,Graduate,Commerce,Ordinary,Supremo,Finance
AM012507,Shri Gn Bhattacharya,Assam Meghalya,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
AM012507,Shri Gn Bhattacharya,Assam Meghalya,2,P.G.,Commerce,Second,Supremo,Finance
AP021600,Shri Priyadarshi Dash,Andhra Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
AP021600,Shri Priyadarshi Dash,Andhra Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
AP021700,Shri A K Goyal,Andhra Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
AP021700,Shri A K Goyal,Andhra Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
AP021800,Shri P V Bhide,Andhra Pradesh,0,Graduate,Chemistry,Third,Supremo,Natural Sciences
AP021800,Shri P V Bhide,Andhra Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
AP021919,Shri V Raman Rao,Andhra Pradesh,0,Diploma,Social Sciences,Ordinary,Supremo,Social Science and Liberal Arts
AP021919,Shri V Raman Rao,Andhra Pradesh,1,Graduate,Commerce,Third,Supremo,Finance
AP021919,Shri V Raman Rao,Andhra Pradesh,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP021920,Shri N Venktaswamy,Andhra Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
AP021920,Shri N Venktaswamy,Andhra Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP021920,Shri N Venktaswamy,Andhra Pradesh,2,P.G.,Education,Second,Supremo,Others
AP022100,Shri P Ramakanth Reddy,Andhra Pradesh,0,Graduate,Public Admn,Second,Supremo,"Governance, Law and Management"
AP022100,Shri P Ramakanth Reddy,Andhra Pradesh,1,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
AP022300,Shri Paul Bhuyan,Andhra Pradesh,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP022300,Shri Paul Bhuyan,Andhra Pradesh,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP022400,Shri K K Bangar,Andhra Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
AP022400,Shri K K Bangar,Andhra Pradesh,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH022700,Shri U N Panjiyar,Bihar,0,Graduate,Physics,First,Supremo,Natural Sciences
BH022700,Shri U N Panjiyar,Bihar,1,P.G.,Physics,First,Supremo,Natural Sciences
BH023000,Shri R J Mohan Pillai,Bihar,0,Certificate,French,Ordinary,Supremo,Languages and Fine Arts
BH023000,Shri R J Mohan Pillai,Bihar,1,Graduate,Zoology,First,Supremo,Natural Sciences
BH023000,Shri R J Mohan Pillai,Bihar,2,P.G.,Zoology,First,Supremo,Natural Sciences
BH023100,Shri S Vijayaraghavan,Bihar,0,Graduate,Chemistry,First,Supremo,Natural Sciences
BH023100,Shri S Vijayaraghavan,Bihar,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
BH023300,Shri P N Narayanan,Bihar,0,Diploma,Public Admn,First,Supremo,"Governance, Law and Management"
BH023300,Shri P N Narayanan,Bihar,1,M.Phil.,Public Admn,First,Supremo,"Governance, Law and Management"
BH023300,Shri P N Narayanan,Bihar,2,P.G.,Development Economics,-,Supremo,Social Science and Liberal Arts
BH023300,Shri P N Narayanan,Bihar,3,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
BH023400,Shri V Jayashankar,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH023400,Shri V Jayashankar,Bihar,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH023500,Shri Mahesh Prasad,Bihar,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
BH023500,Shri Mahesh Prasad,Bihar,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
BH023700,Dr. A K Biswas,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH023700,Dr. A K Biswas,Bihar,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
BH023700,Dr. A K Biswas,Bihar,2,Ph. D.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH023709,Shri Basant Prasad,Bihar,0,N.A.,N.A.,Ordinary,Supremo,N.A.
BH023719,Shri A K Mukerjee,Bihar,0,Graduate,N.A.,Ordinary,Supremo,N.A.
BH023719,Shri A K Mukerjee,Bihar,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH023720,Shri Cmp Verma,Bihar,0,Diploma,Labour,Second,Supremo,"Governance, Law and Management"
BH023720,Shri Cmp Verma,Bihar,1,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH023720,Shri Cmp Verma,Bihar,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH023721,Shri Rdp Sandwar,Bihar,0,Diploma,Labour Welfare,First,Supremo,"Governance, Law and Management"
BH023721,Shri Rdp Sandwar,Bihar,1,Graduate,Commerce,Third,Supremo,Finance
BH023722,Shri Ganesh Prasad,Bihar,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
BH023722,Shri Ganesh Prasad,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH023722,Shri Ganesh Prasad,Bihar,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH023723,Shri Sm Hasnain,Bihar,0,Graduate,English,First,Supremo,Languages and Fine Arts
BH023723,Shri Sm Hasnain,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH023723,Shri Sm Hasnain,Bihar,2,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
BH023724,Shri S K Lal,Bihar,0,Diploma,Indl.mgt,Ordinary,Supremo,"Governance, Law and Management"
BH023724,Shri S K Lal,Bihar,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH023724,Shri S K Lal,Bihar,2,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
BH023800,Shri G S Dutt,Bihar,0,Graduate,English Lit,Third,Supremo,Languages and Fine Arts
BH023800,Shri G S Dutt,Bihar,1,P.G.,English Lit,Third,Supremo,Languages and Fine Arts
CG026100,Shri Shivraj Singh,Chhattisgarh,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
CG026300,Shri Wilfred Lakara,Chhattisgarh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP033900,Shri Mohammed Anis Ansari,Uttar Pradesh,0,Graduate,English,Third,Supremo,Languages and Fine Arts
UP033900,Shri Mohammed Anis Ansari,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP033900,Shri Mohammed Anis Ansari,Uttar Pradesh,2,P.G.,Law,Second,Supremo,"Governance, Law and Management"
UP034000,Dr. Pradeep Kumar,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP034000,Dr. Pradeep Kumar,Uttar Pradesh,1,P.G.,Dev Studies,Pass,Supremo,Social Science and Liberal Arts
UP034000,Dr. Pradeep Kumar,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
UP034000,Dr. Pradeep Kumar,Uttar Pradesh,3,Ph. D.,Applied Eco.,Pass,Supremo,Social Science and Liberal Arts
UP034100,Dr. Ashok Kumar-i-,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP034100,Dr. Ashok Kumar-i-,Uttar Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
UP034100,Dr. Ashok Kumar-i-,Uttar Pradesh,2,Ph. D.,Physics,Ordinary,Supremo,Natural Sciences
UP034400,Dr. Anil Kumar-i,Uttar Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
UP034400,Dr. Anil Kumar-i,Uttar Pradesh,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP034400,Dr. Anil Kumar-i,Uttar Pradesh,2,Ph. D.,Political Sc.,-,Supremo,Social Science and Liberal Arts
UP034500,Ms. Rita Sinha,Uttar Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
UP034500,Ms. Rita Sinha,Uttar Pradesh,1,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
UP034600,Shri Lalit Srivastava,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP034600,Shri Lalit Srivastava,Uttar Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP034700,Shri Arvinda Mohan,Uttar Pradesh,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
UP034800,Ms. Purnima Jain,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP034800,Ms. Purnima Jain,Uttar Pradesh,1,P.G.,Psychology,First,Supremo,Social Science and Liberal Arts
UP034900,Shri Siddhartha Behura,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP034900,Shri Siddhartha Behura,Uttar Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
UP034900,Shri Siddhartha Behura,Uttar Pradesh,2,PG Diploma,Development Finance,First,Supremo,"Governance, Law and Management"
UP035100,Shri Radhey Shyam,Uttar Pradesh,0,Diploma,Income Tax,First,Supremo,"Governance, Law and Management"
UP035100,Shri Radhey Shyam,Uttar Pradesh,1,Graduate,English,Second,Supremo,Languages and Fine Arts
UP035100,Shri Radhey Shyam,Uttar Pradesh,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035100,Shri Radhey Shyam,Uttar Pradesh,3,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
UP035200,Shri Ram Kishan Singh,Uttar Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
UP035200,Shri Ram Kishan Singh,Uttar Pradesh,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
UP035300,Shri Pritam Singh,Uttar Pradesh,0,Graduate,Commerce,Third,Supremo,Finance
UP035300,Shri Pritam Singh,Uttar Pradesh,1,P.G.,Commerce,Second,Supremo,Finance
UP035300,Shri Pritam Singh,Uttar Pradesh,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP035400,Shri Ram Chandra,Uttar Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP035400,Shri Ram Chandra,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP035401,Shri Alok Sinha-i,Uttar Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UP035401,Shri Alok Sinha-i,Uttar Pradesh,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
UP035421,Shri Lalchand Ojha,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP035421,Shri Lalchand Ojha,Uttar Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP035422,Shri Ds Sharma,Uttar Pradesh,0,Graduate,Art,Ordinary,Supremo,Languages and Fine Arts
UP035422,Shri Ds Sharma,Uttar Pradesh,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UP035422,Shri Ds Sharma,Uttar Pradesh,2,P.G.,Art,Ordinary,Supremo,Languages and Fine Arts
UP035423,Shri Sc Agrawal,Uttar Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP035423,Shri Sc Agrawal,Uttar Pradesh,1,P.G.,Chemistry,First,Supremo,Natural Sciences
UP035424,Shri P M Agarwal,Uttar Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP035424,Shri P M Agarwal,Uttar Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP035426,Shri Bd Gupta,Uttar Pradesh,0,Graduate,Commerce,First,Supremo,Finance
UP035426,Shri Bd Gupta,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035426,Shri Bd Gupta,Uttar Pradesh,2,P.G.,Commerce,First,Supremo,Finance
UP035427,Shri Gajendra Singh,Uttar Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
UP035427,Shri Gajendra Singh,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035427,Shri Gajendra Singh,Uttar Pradesh,2,P.G.,Indian History,Second,Supremo,Social Science and Liberal Arts
UP035428,Shri K N Singh,Uttar Pradesh,0,Graduate,Philosophy,First,Supremo,Social Science and Liberal Arts
UP035428,Shri K N Singh,Uttar Pradesh,1,P.G.,Philosophy,First,Supremo,Social Science and Liberal Arts
UP035430,Shri M P Jain,Uttar Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP035430,Shri M P Jain,Uttar Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP035432,Shri Ramkanta Mishra,Uttar Pradesh,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UP035432,Shri Ramkanta Mishra,Uttar Pradesh,1,P.G.,Art,Ordinary,Supremo,Languages and Fine Arts
UP035435,Shri Lk Gupta,Uttar Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UP035435,Shri Lk Gupta,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035435,Shri Lk Gupta,Uttar Pradesh,2,P.G.,Indian History,Second,Supremo,Social Science and Liberal Arts
UP035436,Shri Rn Sharma,Uttar Pradesh,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
UP035436,Shri Rn Sharma,Uttar Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP035437,Shri Som Dutta Tyagi,Uttar Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP035437,Shri Som Dutta Tyagi,Uttar Pradesh,1,P.G.,Law,First,Supremo,"Governance, Law and Management"
UP035437,Shri Som Dutta Tyagi,Uttar Pradesh,2,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
UP035438,Shri M M Gupta,Uttar Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
UP035438,Shri M M Gupta,Uttar Pradesh,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
UP035439,Shri N D Maheshwari,Uttar Pradesh,0,Graduate,Chemistry,First,Supremo,Natural Sciences
UP035439,Shri N D Maheshwari,Uttar Pradesh,1,Graduate,English,First,Supremo,Languages and Fine Arts
UP035439,Shri N D Maheshwari,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
UP035441,Shri Dn Srivastava,Uttar Pradesh,0,Graduate,Commerce,First,Supremo,Finance
UP035441,Shri Dn Srivastava,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035441,Shri Dn Srivastava,Uttar Pradesh,2,P.G.,Commerce,Second,Supremo,Finance
UP035441,Shri Dn Srivastava,Uttar Pradesh,3,P.G.,Hindi,Second,Supremo,Languages and Fine Arts
UP035442,Shri Mm Verma,Uttar Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
UP035442,Shri Mm Verma,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP035442,Shri Mm Verma,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP035443,Shri Ram Baboo,Uttar Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
UP035443,Shri Ram Baboo,Uttar Pradesh,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UP035443,Shri Ram Baboo,Uttar Pradesh,2,P.G.,Commerce,First,Supremo,Finance
UP035445,Shri Sc Chaturvedi,Uttar Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
UP035445,Shri Sc Chaturvedi,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035445,Shri Sc Chaturvedi,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP035446,Shri Ds Rawat,Uttar Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
UP035446,Shri Ds Rawat,Uttar Pradesh,1,M.Phil.,Public Admn,First,Supremo,"Governance, Law and Management"
UP035446,Shri Ds Rawat,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP035446,Shri Ds Rawat,Uttar Pradesh,3,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
UP035447,Shri Cd Upadhyaya,Uttar Pradesh,0,Diploma,Hindi,First,Supremo,Languages and Fine Arts
UP035447,Shri Cd Upadhyaya,Uttar Pradesh,1,Graduate,Physics,First,Supremo,Natural Sciences
UP035447,Shri Cd Upadhyaya,Uttar Pradesh,2,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP035448,Shri Rm Pande,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP035448,Shri Rm Pande,Uttar Pradesh,1,P.G.,Physics,Second,Supremo,Natural Sciences
UP035449,Shri Dhanus Dharilal,Uttar Pradesh,0,Graduate,Botany,First,Supremo,Natural Sciences
UP035449,Shri Dhanus Dharilal,Uttar Pradesh,1,P.G.,Chemistry,First,Supremo,Natural Sciences
UP035450,Shri Ab Srivastava,Uttar Pradesh,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035450,Shri Ab Srivastava,Uttar Pradesh,1,Graduate,Zoology,Third,Supremo,Natural Sciences
UP035450,Shri Ab Srivastava,Uttar Pradesh,2,P.G.,Botany,Second,Supremo,Natural Sciences
UP035451,Shri Lr Singh,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP035451,Shri Lr Singh,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP035452,Shri Rp Sinha,Uttar Pradesh,0,Graduate,Agriculture,Second,Supremo,Others
UP035452,Shri Rp Sinha,Uttar Pradesh,1,P.G.,Agriculture,First,Supremo,Others
UP035453,Shri Gd Mehrotra,Uttar Pradesh,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UP035453,Shri Gd Mehrotra,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035453,Shri Gd Mehrotra,Uttar Pradesh,2,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
UP035453,Shri Gd Mehrotra,Uttar Pradesh,3,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP035454,Shri Ram Ratan Ram,Uttar Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
UP035454,Shri Ram Ratan Ram,Uttar Pradesh,1,P.G.,Geography,Third,Supremo,Social Science and Liberal Arts
UP035455,Shri O P Sharma,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP035455,Shri O P Sharma,Uttar Pradesh,1,P.G.,Physics,Second,Supremo,Natural Sciences
UP035456,Ms. Sarla Sawhney,Uttar Pradesh,0,Graduate,Science,Ordinary,Supremo,Natural Sciences
UP035457,Shri P M Misra,Uttar Pradesh,0,N.A.,Commerce,Ordinary,Supremo,Finance
UP035458,Shri Bb Jhilidiyal,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP035459,Shri Kk Randhar,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP035460,Shri B Sharma,Uttar Pradesh,0,Graduate,Science,First,Supremo,Natural Sciences
UP035460,Shri B Sharma,Uttar Pradesh,1,P.G.,Science,First,Supremo,Natural Sciences
UP035462,Shri Girdhar Gopal,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP035463,Shri O P Saxena,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP035464,Shri Rajendrakumar I,Uttar Pradesh,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UP035464,Shri Rajendrakumar I,Uttar Pradesh,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP035464,Shri Rajendrakumar I,Uttar Pradesh,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP035464,Shri Rajendrakumar I,Uttar Pradesh,3,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UT010500,Shri Rajinder Singh Sethi,A G M U T,0,Graduate,Physics,First,Supremo,Natural Sciences
UT010500,Shri Rajinder Singh Sethi,A G M U T,1,P.G.,Physics,First,Supremo,Natural Sciences
UT010600,Dr. R Padmanabhan,A G M U T,0,Graduate,Commerce,First,Supremo,Finance
UT010600,Dr. R Padmanabhan,A G M U T,1,P.G.,Commerce,Second,Supremo,Finance
UT010600,Dr. R Padmanabhan,A G M U T,2,PG Diploma,Human Res.mgt,Ordinary,Supremo,"Governance, Law and Management"
UT010600,Dr. R Padmanabhan,A G M U T,3,PG Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UT010600,Dr. R Padmanabhan,A G M U T,4,Ph. D.,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
UT010603,Shri Ts Deori,A G M U T,0,Graduate,N.A.,Third,Supremo,N.A.
UT010604,Shri Cm Smith,A G M U T,0,Graduate,English,Third,Supremo,Languages and Fine Arts
GJ017000,Shri Kollaras S Sugathan,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ017000,Shri Kollaras S Sugathan,Gujarat,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
GJ017100,Shri Ashok Chawla,Gujarat,0,Diploma,Planning.,Ordinary,Supremo,"Governance, Law and Management"
GJ017100,Shri Ashok Chawla,Gujarat,1,Graduate,English,First,Supremo,Languages and Fine Arts
GJ017100,Shri Ashok Chawla,Gujarat,2,M.A.,Economics,Second,Supremo,Social Science and Liberal Arts
GJ017100,Shri Ashok Chawla,Gujarat,3,P.G.,English Lit,First,Supremo,Languages and Fine Arts
GJ017400,Shri G R Virdi,Gujarat,0,Graduate,English,Second,Supremo,Languages and Fine Arts
GJ017500,Shri Kuldip Chand Kapoor,Gujarat,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HP006000,Ms. Asha Swarup,Himachal Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HP006000,Ms. Asha Swarup,Himachal Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
HP006200,Shri Krishan Lal,Himachal Pradesh,0,Diploma,Mech.engg.,Second,Supremo,"Engineering, Technology and Mathematics"
HP006200,Shri Krishan Lal,Himachal Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
HP006200,Shri Krishan Lal,Himachal Pradesh,2,Graduate,Physics,Ordinary,Supremo,Natural Sciences
HY010400,Shri Anil Razdan,Haryana,0,B.Sc.(Hons),Physics,Second,Supremo,Natural Sciences
HY010400,Shri Anil Razdan,Haryana,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
